EmployeeID,Age,Gender,Department,JobRole,EducationField,BusinessTravel,MaritalStatus,MonthlyIncome,OverTime,JobSatisfaction,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,TrainingTimesLastYear,PerformanceRating,Attrition
244,32,Female,Research & Development,Research Scientist,Technical Degree,Travel_Frequently,Divorced,9366,Yes,1,2,1,0,2,4,No
245,52,Male,Human Resources,Human Resources,Marketing,Travel_Rarely,Divorced,5452,Yes,3,3,13,4,5,4,No
246,18,Male,Sales,Sales Representative,Life Sciences,Travel_Rarely,Divorced,11834,Yes,1,2,4,2,1,3,No
247,21,Male,Human Resources,Human Resources,Other,Travel_Rarely,Divorced,10588,No,3,2,11,4,5,3,Yes
248,28,Male,Research & Development,Research Scientist,Other,Travel_Frequently,Single,11162,Yes,2,3,6,5,0,4,No
249,28,Male,Sales,Manager,Technical Degree,Travel_Frequently,Divorced,11807,Yes,3,2,13,6,4,4,No
250,40,Male,Research & Development,Research Scientist,Life Sciences,Travel_Rarely,Single,5218,Yes,4,2,10,3,6,3,No
251,57,Male,Sales,Manager,Medical,Travel_Frequently,Divorced,7659,Yes,3,4,0,0,4,4,No
252,35,Female,Human Resources,Human Resources,Other,Non-Travel,Married,16320,Yes,2,1,9,7,3,3,Yes
253,35,Male,Research & Development,Laboratory Technician,Medical,Travel_Frequently,Divorced,7738,Yes,3,4,10,6,2,4,No
254,39,Male,Research & Development,Research Scientist,Technical Degree,Non-Travel,Divorced,8007,No,3,3,7,3,4,3,No
255,38,Female,Sales,Manager,Medical,Non-Travel,Divorced,19196,No,4,2,9,7,4,3,No
256,57,Female,Sales,Manager,Marketing,Travel_Rarely,Divorced,19636,Yes,4,4,11,2,4,4,No
257,55,Male,Human Resources,Human Resources,Technical Degree,Non-Travel,Divorced,13010,Yes,1,2,1,1,6,4,No
258,33,Male,Sales,Sales Executive,Medical,Non-Travel,Married,12407,No,2,4,8,7,5,3,No
259,45,Male,Human Resources,Human Resources,Medical,Non-Travel,Divorced,5108,Yes,2,3,8,0,1,3,No
260,30,Male,Human Resources,Human Resources,Marketing,Travel_Frequently,Married,17734,No,4,1,5,5,4,3,No
261,60,Female,Human Resources,Human Resources,Technical Degree,Travel_Frequently,Divorced,7004,No,1,3,10,2,4,3,No
262,49,Female,Research & Development,Research Scientist,Marketing,Travel_Frequently,Married,5980,Yes,4,2,11,6,2,3,No
263,44,Male,Human Resources,Human Resources,Life Sciences,Travel_Rarely,Married,12095,No,1,3,2,1,6,3,No
264,60,Male,Research & Development,Research Scientist,Life Sciences,Non-Travel,Single,6310,No,3,1,13,0,3,3,No
265,53,Female,Human Resources,Human Resources,Medical,Non-Travel,Married,4272,Yes,1,2,2,2,4,4,Yes
266,52,Female,Human Resources,Human Resources,Medical,Travel_Rarely,Married,4113,Yes,3,3,11,3,5,3,No
267,25,Male,Research & Development,Research Scientist,Medical,Travel_Rarely,Married,11982,No,2,1,3,3,2,3,No
268,30,Female,Research & Development,Research Scientist,Medical,Travel_Rarely,Divorced,18884,Yes,4,4,17,6,2,4,No
269,34,Female,Human Resources,Human Resources,Medical,Travel_Rarely,Married,17416,No,1,3,9,5,3,3,No
270,54,Male,Human Resources,Human Resources,Other,Non-Travel,Single,18314,Yes,1,1,1,1,3,4,Yes
271,43,Male,Sales,Manager,Life Sciences,Non-Travel,Single,3638,No,1,3,15,3,2,3,No
272,26,Male,Sales,Manager,Medical,Travel_Frequently,Married,8770,Yes,4,4,13,5,1,3,No
273,37,Female,Sales,Manager,Marketing,Travel_Frequently,Married,11583,No,4,2,1,1,5,4,No
274,30,Female,Research & Development,Research Scientist,Marketing,Non-Travel,Single,8183,No,3,3,14,9,3,4,No
275,33,Female,Sales,Manager,Life Sciences,Travel_Frequently,Single,10709,No,2,1,7,7,4,3,No
276,20,Female,Research & Development,Laboratory Technician,Marketing,Travel_Rarely,Single,14830,No,2,1,0,0,3,3,No
277,56,Male,Research & Development,Laboratory Technician,Medical,Travel_Frequently,Divorced,11470,No,4,2,20,7,6,3,No
278,43,Female,Research & Development,Laboratory Technician,Other,Travel_Rarely,Divorced,9079,Yes,1,1,16,5,1,4,No
279,41,Male,Sales,Sales Executive,Life Sciences,Travel_Rarely,Divorced,13085,No,2,1,2,0,0,3,No
280,22,Female,Research & Development,Research Scientist,Technical Degree,Non-Travel,Married,12453,Yes,4,1,0,0,3,4,No
281,40,Female,Research & Development,Laboratory Technician,Medical,Non-Travel,Single,12851,No,3,3,6,4,2,3,No
282,30,Female,Research & Development,Research Scientist,Marketing,Travel_Frequently,Divorced,6193,Yes,3,4,5,3,2,4,No
283,32,Male,Sales,Manager,Life Sciences,Travel_Frequently,Divorced,9311,Yes,3,4,5,1,6,4,No
284,23,Male,Human Resources,Human Resources,Marketing,Travel_Rarely,Married,8001,No,4,4,12,4,1,4,Yes
285,59,Male,Human Resources,Human Resources,Other,Travel_Frequently,Married,17898,Yes,1,1,1,0,0,3,No
286,59,Male,Human Resources,Human Resources,Medical,Travel_Rarely,Single,12021,Yes,2,2,13,5,6,3,Yes
287,38,Male,Research & Development,Laboratory Technician,Marketing,Non-Travel,Divorced,12536,No,2,2,1,1,6,4,No
288,27,Female,Human Resources,Human Resources,Technical Degree,Travel_Frequently,Single,5437,No,3,3,3,0,3,4,No
289,52,Male,Sales,Manager,Medical,Travel_Frequently,Single,14719,Yes,3,1,3,2,3,4,No
290,44,Male,Sales,Sales Executive,Technical Degree,Travel_Frequently,Married,19966,No,1,4,8,6,3,4,No
291,44,Female,Research & Development,Research Scientist,Medical,Travel_Frequently,Married,2810,No,3,4,12,0,6,3,No
292,39,Male,Research & Development,Laboratory Technician,Marketing,Travel_Frequently,Married,16209,Yes,3,3,1,1,6,3,No
293,55,Female,Human Resources,Human Resources,Life Sciences,Travel_Frequently,Single,14448,Yes,1,3,7,2,2,3,No
294,43,Female,Sales,Sales Executive,Technical Degree,Travel_Rarely,Married,7332,Yes,1,4,13,7,2,3,Yes
295,47,Male,Research & Development,Laboratory Technician,Other,Travel_Rarely,Single,17384,No,4,2,11,6,1,3,No
296,38,Male,Human Resources,Human Resources,Life Sciences,Travel_Rarely,Married,5750,Yes,4,3,2,1,6,4,Yes
297,53,Male,Research & Development,Laboratory Technician,Marketing,Non-Travel,Married,6341,No,1,2,9,9,5,3,No
298,35,Female,Research & Development,Research Scientist,Life Sciences,Travel_Rarely,Married,18546,No,3,3,19,2,1,3,No
299,28,Male,Human Resources,Human Resources,Technical Degree,Travel_Rarely,Divorced,15440,Yes,4,4,2,1,3,4,No
300,39,Male,Sales,Sales Representative,Marketing,Travel_Rarely,Married,12695,Yes,2,1,12,10,6,3,Yes
301,29,Female,Human Resources,Human Resources,Other,Travel_Rarely,Single,17304,No,4,2,5,5,4,4,No
302,38,Female,Research & Development,Laboratory Technician,Life Sciences,Non-Travel,Married,13041,Yes,4,4,16,3,6,4,No
303,53,Female,Human Resources,Human Resources,Life Sciences,Travel_Rarely,Divorced,13558,Yes,3,2,9,2,3,3,No
304,32,Male,Sales,Manager,Other,Travel_Rarely,Divorced,15363,Yes,2,3,16,9,4,3,No
305,48,Female,Human Resources,Human Resources,Medical,Travel_Frequently,Divorced,7551,No,1,4,0,0,1,3,No
306,41,Male,Human Resources,Human Resources,Technical Degree,Travel_Frequently,Married,10560,Yes,1,2,11,6,1,3,No
307,38,Female,Human Resources,Human Resources,Life Sciences,Travel_Frequently,Single,12101,No,2,2,1,0,1,4,No
308,28,Female,Research & Development,Laboratory Technician,Medical,Travel_Rarely,Divorced,13074,Yes,1,2,14,1,5,4,Yes
309,49,Male,Sales,Sales Representative,Marketing,Travel_Rarely,Divorced,7668,No,2,1,17,10,4,3,No
310,47,Male,Research & Development,Research Scientist,Medical,Travel_Frequently,Divorced,16561,Yes,3,2,19,9,4,3,No
311,30,Male,Human Resources,Human Resources,Other,Travel_Frequently,Single,8773,No,1,2,9,8,2,4,No
312,27,Male,Human Resources,Human Resources,Medical,Travel_Rarely,Single,7478,No,1,4,6,1,2,3,No
313,25,Female,Sales,Sales Representative,Other,Travel_Frequently,Married,14680,Yes,4,2,0,0,4,3,No
314,30,Male,Human Resources,Human Resources,Other,Travel_Frequently,Married,9274,No,2,4,10,4,0,3,No
315,55,Male,Sales,Manager,Technical Degree,Non-Travel,Single,7942,Yes,1,2,19,0,2,3,No
316,56,Female,Research & Development,Laboratory Technician,Medical,Travel_Rarely,Divorced,18813,Yes,3,1,11,7,3,4,No
317,30,Male,Sales,Sales Representative,Technical Degree,Non-Travel,Divorced,10388,Yes,1,1,7,0,2,4,Yes
318,45,Female,Research & Development,Laboratory Technician,Technical Degree,Travel_Rarely,Single,5391,No,1,1,19,10,0,3,No
319,37,Female,Research & Development,Laboratory Technician,Life Sciences,Travel_Frequently,Single,10326,No,3,3,16,8,6,3,Yes
320,35,Male,Human Resources,Human Resources,Life Sciences,Travel_Frequently,Married,5033,Yes,4,4,16,10,2,3,No
321,20,Male,Research & Development,Laboratory Technician,Marketing,Non-Travel,Single,4006,No,1,1,9,2,2,3,No
322,36,Female,Sales,Manager,Medical,Travel_Rarely,Divorced,19926,Yes,1,4,9,4,0,3,Yes
323,44,Male,Sales,Sales Executive,Technical Degree,Non-Travel,Married,3489,No,4,3,19,8,3,4,No
324,28,Male,Sales,Sales Representative,Marketing,Non-Travel,Divorced,3763,No,3,2,5,4,3,3,No
325,40,Male,Human Resources,Human Resources,Marketing,Travel_Frequently,Divorced,8773,Yes,2,1,6,5,4,4,No
326,38,Male,Human Resources,Human Resources,Life Sciences,Travel_Rarely,Married,13195,Yes,1,3,5,2,0,3,No
327,32,Male,Sales,Sales Executive,Technical Degree,Non-Travel,Married,9117,No,4,3,15,2,0,4,No
328,41,Male,Human Resources,Human Resources,Other,Travel_Frequently,Married,15795,Yes,2,1,8,3,4,3,No
329,49,Female,Human Resources,Human Resources,Other,Travel_Frequently,Single,18915,Yes,3,4,7,0,4,4,No
330,31,Female,Sales,Sales Representative,Medical,Non-Travel,Divorced,8200,No,1,2,13,3,5,4,No
331,32,Male,Sales,Manager,Life Sciences,Non-Travel,Married,3774,Yes,2,1,11,8,5,3,No
332,46,Male,Research & Development,Laboratory Technician,Marketing,Non-Travel,Divorced,12413,No,3,4,10,4,6,4,No
333,26,Female,Sales,Manager,Technical Degree,Travel_Frequently,Divorced,7033,No,2,1,14,5,3,4,No
334,37,Male,Research & Development,Research Scientist,Medical,Travel_Rarely,Divorced,9547,No,3,4,9,3,4,3,No
335,18,Male,Human Resources,Human Resources,Life Sciences,Travel_Frequently,Divorced,10372,No,3,4,17,10,5,4,No
336,53,Female,Human Resources,Human Resources,Medical,Travel_Rarely,Married,4643,Yes,1,3,3,0,6,4,No
337,50,Male,Research & Development,Research Scientist,Technical Degree,Travel_Frequently,Married,4659,No,2,4,8,4,0,3,No
338,60,Female,Sales,Manager,Medical,Travel_Frequently,Divorced,9514,No,4,2,8,8,6,4,No
339,58,Male,Human Resources,Human Resources,Marketing,Travel_Frequently,Married,19055,Yes,3,4,0,0,0,4,No
340,28,Male,Human Resources,Human Resources,Technical Degree,Travel_Rarely,Single,11125,No,3,2,20,0,5,4,No
341,58,Male,Research & Development,Laboratory Technician,Technical Degree,Travel_Rarely,Married,12668,Yes,4,1,3,2,2,4,No
342,48,Female,Sales,Sales Representative,Marketing,Travel_Rarely,Divorced,7081,No,2,1,5,5,2,4,No
343,24,Male,Human Resources,Human Resources,Marketing,Travel_Frequently,Single,10771,No,1,2,5,4,1,3,No
344,37,Female,Sales,Sales Executive,Marketing,Non-Travel,Divorced,16582,Yes,2,2,14,5,6,4,No
345,23,Male,Human Resources,Human Resources,Medical,Travel_Rarely,Divorced,7145,No,3,4,18,7,3,3,No
346,27,Female,Sales,Sales Representative,Other,Travel_Frequently,Divorced,9353,No,1,2,0,0,1,3,No
347,57,Female,Human Resources,Human Resources,Marketing,Non-Travel,Single,6844,Yes,4,2,11,10,0,4,No
348,21,Male,Research & Development,Research Scientist,Life Sciences,Travel_Rarely,Single,15120,Yes,1,3,14,10,5,4,No
349,49,Male,Sales,Sales Executive,Life Sciences,Travel_Frequently,Single,12177,No,2,3,19,6,0,3,No
350,20,Male,Sales,Sales Representative,Technical Degree,Non-Travel,Married,19376,No,3,4,4,4,5,4,No
351,32,Female,Human Resources,Human Resources,Technical Degree,Travel_Frequently,Single,15893,No,2,2,20,10,2,4,No
352,51,Female,Sales,Sales Executive,Medical,Travel_Rarely,Married,12942,Yes,3,1,17,4,0,4,No
353,44,Female,Research & Development,Research Scientist,Life Sciences,Non-Travel,Single,18869,Yes,4,3,5,0,1,3,No
354,45,Male,Research & Development,Research Scientist,Marketing,Non-Travel,Single,13289,No,3,2,6,3,4,3,No
355,52,Male,Research & Development,Laboratory Technician,Life Sciences,Travel_Rarely,Married,2925,No,1,2,4,2,6,3,No
356,37,Female,Sales,Sales Representative,Technical Degree,Travel_Frequently,Divorced,18235,Yes,2,3,9,0,1,3,No
357,33,Male,Human Resources,Human Resources,Medical,Travel_Frequently,Single,11648,No,3,4,19,6,6,3,No
358,38,Male,Human Resources,Human Resources,Life Sciences,Travel_Frequently,Divorced,17722,Yes,1,3,16,4,3,3,Yes
359,57,Male,Sales,Sales Representative,Marketing,Travel_Rarely,Divorced,8717,Yes,3,1,20,10,0,4,No
360,24,Female,Human Resources,Human Resources,Medical,Travel_Frequently,Single,9984,No,4,1,15,7,5,4,No
361,57,Male,Human Resources,Human Resources,Marketing,Non-Travel,Married,17977,No,1,2,17,4,4,4,No
362,56,Female,Human Resources,Human Resources,Other,Travel_Rarely,Married,5024,Yes,1,2,18,5,4,4,No
363,53,Male,Sales,Sales Representative,Life Sciences,Travel_Rarely,Single,16081,No,1,1,10,2,6,3,No
364,55,Male,Sales,Manager,Technical Degree,Travel_Frequently,Divorced,3849,Yes,3,3,9,4,2,3,No
365,39,Female,Sales,Manager,Medical,Travel_Rarely,Married,14078,Yes,2,1,0,0,4,4,No
366,18,Female,Sales,Sales Executive,Medical,Non-Travel,Single,16005,No,4,3,19,10,4,4,No
367,53,Female,Human Resources,Human Resources,Marketing,Non-Travel,Divorced,4911,Yes,4,3,11,10,6,4,No
368,59,Female,Human Resources,Human Resources,Marketing,Non-Travel,Single,5697,Yes,3,1,10,0,2,4,No
369,26,Female,Sales,Sales Representative,Marketing,Non-Travel,Divorced,5938,Yes,2,2,16,4,1,4,No
370,55,Female,Sales,Sales Executive,Technical Degree,Non-Travel,Divorced,16061,Yes,1,2,1,1,0,4,No
371,36,Female,Research & Development,Laboratory Technician,Medical,Non-Travel,Divorced,10358,Yes,1,1,14,8,0,4,No
372,60,Male,Research & Development,Laboratory Technician,Technical Degree,Travel_Frequently,Single,18470,Yes,3,1,18,2,6,3,No
373,19,Male,Sales,Manager,Technical Degree,Travel_Rarely,Divorced,11310,No,3,4,6,1,1,3,Yes
374,33,Female,Research & Development,Research Scientist,Medical,Travel_Frequently,Married,11372,No,2,3,5,3,4,3,Yes
375,49,Female,Research & Development,Laboratory Technician,Marketing,Travel_Frequently,Single,4181,No,4,4,1,0,5,4,Yes
376,35,Female,Research & Development,Research Scientist,Marketing,Non-Travel,Married,11017,Yes,4,3,8,3,0,3,Yes
377,33,Female,Sales,Sales Executive,Life Sciences,Travel_Frequently,Divorced,6176,No,3,2,2,0,0,4,No
378,43,Female,Research & Development,Laboratory Technician,Technical Degree,Travel_Rarely,Divorced,15396,No,4,2,11,3,4,3,No
379,34,Female,Sales,Sales Representative,Marketing,Travel_Rarely,Single,6815,No,1,2,13,1,6,3,No
380,51,Male,Research & Development,Research Scientist,Medical,Non-Travel,Married,13049,No,2,3,5,3,3,3,No
381,46,Male,Sales,Sales Executive,Other,Travel_Rarely,Single,11658,Yes,2,3,4,0,2,4,No
382,40,Female,Sales,Manager,Life Sciences,Non-Travel,Married,19256,Yes,3,4,6,6,0,3,No
383,34,Female,Human Resources,Human Resources,Technical Degree,Travel_Rarely,Divorced,16255,No,3,3,19,1,6,3,No
384,33,Male,Sales,Sales Executive,Marketing,Travel_Rarely,Single,14303,No,2,2,16,4,3,3,No
385,27,Male,Research & Development,Laboratory Technician,Life Sciences,Travel_Frequently,Single,16484,Yes,4,2,10,9,4,4,No
386,23,Female,Sales,Manager,Marketing,Non-Travel,Single,12162,No,4,3,12,1,1,3,No
387,50,Male,Human Resources,Human Resources,Other,Travel_Rarely,Married,5493,No,1,1,9,1,4,4,No
388,46,Male,Human Resources,Human Resources,Marketing,Travel_Frequently,Single,11468,No,1,4,4,1,6,4,Yes
389,42,Female,Sales,Manager,Life Sciences,Travel_Rarely,Single,4283,No,2,2,7,2,2,3,No
390,32,Male,Research & Development,Laboratory Technician,Technical Degree,Travel_Frequently,Married,13433,No,1,1,8,8,4,4,No
391,38,Female,Sales,Sales Executive,Other,Non-Travel,Divorced,11262,Yes,4,2,15,7,4,3,No
392,45,Female,Human Resources,Human Resources,Medical,Non-Travel,Married,17895,No,1,1,3,3,0,3,No
393,37,Female,Human Resources,Human Resources,Marketing,Travel_Frequently,Single,3292,No,3,3,19,8,1,4,No
394,32,Male,Human Resources,Human Resources,Life Sciences,Travel_Rarely,Married,17754,No,3,4,0,0,2,4,No
395,51,Female,Sales,Manager,Life Sciences,Travel_Frequently,Single,13014,No,4,1,1,0,6,3,No
396,49,Female,Human Resources,Human Resources,Other,Travel_Frequently,Single,15861,Yes,4,2,19,3,3,4,No
397,37,Female,Sales,Sales Executive,Marketing,Travel_Rarely,Single,6225,Yes,3,2,19,2,6,3,No
398,37,Female,Human Resources,Human Resources,Technical Degree,Travel_Rarely,Divorced,13556,Yes,3,3,6,2,1,3,No
399,44,Female,Sales,Sales Representative,Medical,Travel_Rarely,Divorced,15857,Yes,2,4,10,8,4,4,No
400,40,Male,Sales,Sales Executive,Medical,Non-Travel,Single,10327,No,1,1,2,1,6,4,No
401,23,Female,Human Resources,Human Resources,Marketing,Travel_Frequently,Married,19221,No,1,1,17,4,5,4,No
402,37,Male,Sales,Sales Representative,Medical,Travel_Rarely,Married,13003,Yes,4,2,19,2,2,4,No
403,39,Male,Human Resources,Human Resources,Marketing,Travel_Rarely,Divorced,15556,Yes,1,1,15,1,2,3,No
404,32,Female,Human Resources,Human Resources,Life Sciences,Travel_Rarely,Single,8664,Yes,3,3,20,3,5,3,No
405,27,Female,Human Resources,Human Resources,Marketing,Travel_Rarely,Divorced,12504,No,2,4,12,6,6,3,No
406,23,Male,Sales,Sales Executive,Technical Degree,Travel_Rarely,Married,14744,Yes,2,1,20,10,2,4,No
407,18,Male,Research & Development,Laboratory Technician,Other,Non-Travel,Married,11322,No,4,4,12,2,0,3,No
408,19,Female,Research & Development,Laboratory Technician,Life Sciences,Travel_Frequently,Divorced,18719,No,3,4,17,1,5,3,No
409,45,Male,Research & Development,Research Scientist,Marketing,Travel_Rarely,Divorced,18902,Yes,3,1,7,5,0,4,No
410,43,Female,Research & Development,Laboratory Technician,Life Sciences,Travel_Frequently,Divorced,10529,Yes,2,3,18,7,5,3,No
411,56,Female,Human Resources,Human Resources,Other,Non-Travel,Married,3023,No,4,2,20,3,0,3,No
412,36,Male,Human Resources,Human Resources,Marketing,Travel_Frequently,Married,9949,No,3,1,12,10,0,3,Yes
413,31,Female,Research & Development,Research Scientist,Other,Non-Travel,Married,10321,No,1,2,8,7,4,3,No
414,26,Male,Research & Development,Laboratory Technician,Medical,Travel_Rarely,Divorced,15320,No,4,3,4,0,3,3,Yes
415,57,Female,Research & Development,Research Scientist,Other,Non-Travel,Divorced,4254,No,2,3,10,8,5,4,No
416,29,Male,Research & Development,Research Scientist,Other,Travel_Rarely,Married,15827,Yes,2,3,15,0,4,3,No
417,23,Male,Research & Development,Research Scientist,Life Sciences,Travel_Frequently,Married,12355,No,2,2,10,4,1,3,No
418,41,Male,Research & Development,Research Scientist,Life Sciences,Non-Travel,Single,8003,Yes,3,3,8,3,1,4,No
419,36,Female,Research & Development,Laboratory Technician,Marketing,Non-Travel,Single,15808,Yes,4,2,3,2,5,3,No
420,57,Female,Sales,Manager,Other,Travel_Rarely,Married,7785,No,2,2,17,9,6,4,No
421,55,Male,Research & Development,Research Scientist,Marketing,Travel_Rarely,Married,7764,No,2,1,0,0,3,4,Yes
422,53,Female,Sales,Sales Representative,Life Sciences,Non-Travel,Married,12151,No,4,4,1,1,0,4,No
423,36,Male,Human Resources,Human Resources,Medical,Travel_Frequently,Married,13115,Yes,4,2,20,0,2,3,No
424,29,Male,Sales,Sales Representative,Life Sciences,Travel_Rarely,Married,6465,No,3,2,3,3,6,4,Yes
425,48,Female,Sales,Sales Representative,Marketing,Non-Travel,Married,17588,No,2,1,4,3,3,4,No
426,24,Female,Human Resources,Human Resources,Life Sciences,Non-Travel,Divorced,13134,Yes,3,1,2,0,3,3,No
427,33,Male,Research & Development,Research Scientist,Life Sciences,Non-Travel,Married,17724,No,4,1,2,2,6,4,No
428,40,Female,Sales,Sales Executive,Medical,Travel_Frequently,Single,15395,Yes,3,1,6,2,4,4,No
429,42,Male,Research & Development,Laboratory Technician,Marketing,Non-Travel,Married,3193,No,3,3,9,6,0,4,No
430,33,Female,Sales,Sales Executive,Life Sciences,Travel_Rarely,Divorced,5403,No,3,1,12,10,0,3,Yes
431,50,Male,Sales,Manager,Life Sciences,Non-Travel,Single,9307,Yes,2,4,12,1,0,4,No
432,53,Female,Human Resources,Human Resources,Other,Travel_Rarely,Divorced,14701,No,3,3,9,1,1,3,No
433,46,Male,Human Resources,Human Resources,Marketing,Travel_Rarely,Single,7075,Yes,2,4,12,8,2,3,No
434,37,Male,Human Resources,Human Resources,Life Sciences,Non-Travel,Married,10578,Yes,4,4,13,8,1,3,No
435,52,Male,Human Resources,Human Resources,Medical,Non-Travel,Married,11368,No,1,4,18,3,3,4,No
436,19,Male,Sales,Sales Executive,Marketing,Non-Travel,Divorced,12104,Yes,3,3,0,0,1,4,No
437,28,Male,Research & Development,Laboratory Technician,Marketing,Travel_Frequently,Single,12414,Yes,1,4,8,5,5,4,Yes
438,28,Male,Sales,Sales Representative,Technical Degree,Travel_Rarely,Married,6632,No,1,2,12,2,4,4,No
439,38,Male,Sales,Manager,Medical,Travel_Rarely,Married,18066,Yes,2,1,15,6,5,4,Yes
440,59,Female,Research & Development,Research Scientist,Technical Degree,Travel_Frequently,Married,9062,Yes,2,2,16,0,2,3,Yes
441,58,Female,Human Resources,Human Resources,Life Sciences,Non-Travel,Divorced,11052,No,1,2,20,7,6,3,No
442,48,Female,Human Resources,Human Resources,Medical,Travel_Rarely,Married,2718,Yes,4,2,17,7,5,4,No
443,43,Female,Human Resources,Human Resources,Life Sciences,Travel_Frequently,Single,8789,Yes,2,1,15,3,3,4,No
444,32,Female,Research & Development,Laboratory Technician,Other,Travel_Frequently,Divorced,4628,No,2,2,15,5,0,4,No
445,56,Male,Sales,Sales Executive,Technical Degree,Travel_Frequently,Single,19851,No,1,4,19,3,0,4,No
446,59,Female,Research & Development,Laboratory Technician,Technical Degree,Travel_Rarely,Divorced,12550,Yes,2,4,6,1,6,3,No
447,24,Male,Human Resources,Human Resources,Life Sciences,Travel_Rarely,Divorced,10552,Yes,2,2,20,7,6,4,No
448,37,Male,Sales,Sales Executive,Marketing,Non-Travel,Married,18430,Yes,2,4,19,6,5,3,Yes
449,45,Female,Human Resources,Human Resources,Marketing,Travel_Frequently,Divorced,7413,Yes,2,4,0,0,3,4,No
450,47,Female,Research & Development,Research Scientist,Marketing,Non-Travel,Single,9416,No,2,4,8,3,0,4,No
451,48,Female,Sales,Manager,Marketing,Non-Travel,Divorced,8729,Yes,2,4,20,9,0,3,No
452,22,Male,Human Resources,Human Resources,Technical Degree,Travel_Frequently,Divorced,2644,No,1,3,13,7,3,3,No
453,55,Female,Research & Development,Research Scientist,Technical Degree,Non-Travel,Single,19683,No,4,2,19,3,3,3,No
454,45,Male,Research & Development,Research Scientist,Medical,Travel_Rarely,Divorced,12908,Yes,2,3,16,6,5,4,Yes
455,50,Female,Human Resources,Human Resources,Life Sciences,Non-Travel,Married,16870,No,1,3,4,1,4,4,No
456,50,Female,Sales,Sales Executive,Other,Travel_Frequently,Married,18660,No,3,4,18,1,2,3,No
457,51,Female,Sales,Manager,Technical Degree,Travel_Frequently,Divorced,13898,Yes,3,1,0,0,5,4,No
458,59,Female,Human Resources,Human Resources,Other,Travel_Rarely,Married,12952,No,4,4,18,10,4,4,No
459,41,Male,Research & Development,Research Scientist,Technical Degree,Travel_Frequently,Divorced,14275,No,3,3,2,0,1,3,No
460,39,Male,Human Resources,Human Resources,Other,Travel_Rarely,Married,3326,No,4,2,14,1,5,4,No
461,26,Female,Human Resources,Human Resources,Marketing,Travel_Rarely,Married,14517,No,1,2,17,2,0,3,No
462,23,Female,Sales,Sales Representative,Marketing,Travel_Frequently,Married,10190,No,3,2,16,8,6,3,No
463,43,Male,Research & Development,Research Scientist,Medical,Non-Travel,Divorced,17821,No,3,4,4,0,4,4,No
464,31,Male,Human Resources,Human Resources,Marketing,Non-Travel,Married,7641,No,3,3,6,5,4,4,No
465,39,Female,Sales,Sales Representative,Medical,Non-Travel,Divorced,12377,No,2,3,11,5,6,4,No
466,41,Female,Human Resources,Human Resources,Marketing,Travel_Rarely,Single,17835,No,4,1,14,7,5,4,No
467,38,Female,Sales,Sales Representative,Technical Degree,Non-Travel,Single,19666,Yes,2,3,20,5,1,3,No
468,60,Female,Sales,Sales Executive,Other,Travel_Rarely,Single,17961,No,1,3,0,0,0,4,No
469,45,Male,Sales,Manager,Medical,Travel_Rarely,Divorced,5860,No,2,3,8,4,3,4,No
470,39,Male,Human Resources,Human Resources,Technical Degree,Travel_Rarely,Married,9079,No,3,3,2,0,0,3,No
471,21,Male,Human Resources,Human Resources,Technical Degree,Non-Travel,Divorced,11517,Yes,4,2,2,0,3,3,No
472,19,Female,Human Resources,Human Resources,Medical,Non-Travel,Married,14320,Yes,4,1,14,7,0,4,No
473,53,Male,Human Resources,Human Resources,Technical Degree,Travel_Rarely,Divorced,12499,No,3,2,6,0,1,4,Yes
474,41,Female,Research & Development,Research Scientist,Marketing,Non-Travel,Married,14721,Yes,3,4,17,2,5,3,No
475,52,Male,Research & Development,Laboratory Technician,Medical,Non-Travel,Single,16399,No,1,3,0,0,3,4,No
476,46,Female,Human Resources,Human Resources,Other,Travel_Rarely,Divorced,16862,Yes,2,3,20,1,6,4,No
477,51,Male,Research & Development,Laboratory Technician,Other,Travel_Rarely,Single,13281,Yes,4,3,2,1,4,3,Yes
478,19,Male,Research & Development,Laboratory Technician,Marketing,Travel_Frequently,Single,15477,No,2,1,2,0,3,4,No
479,51,Male,Research & Development,Research Scientist,Marketing,Travel_Rarely,Married,10760,No,4,4,1,1,1,3,No
480,47,Male,Human Resources,Human Resources,Technical Degree,Non-Travel,Single,8935,No,3,3,15,3,5,3,No
481,49,Male,Human Resources,Human Resources,Other,Travel_Frequently,Single,5963,No,2,4,3,1,2,4,No
482,38,Male,Research & Development,Research Scientist,Technical Degree,Travel_Frequently,Married,17811,Yes,3,3,3,0,3,3,No
483,35,Female,Research & Development,Laboratory Technician,Technical Degree,Travel_Rarely,Single,4875,No,4,4,20,6,2,3,No
484,52,Female,Sales,Manager,Medical,Non-Travel,Single,12079,Yes,3,2,11,8,0,3,No
485,25,Male,Research & Development,Laboratory Technician,Marketing,Travel_Rarely,Single,7226,Yes,1,3,15,3,5,4,No
486,43,Female,Sales,Sales Executive,Medical,Travel_Frequently,Divorced,12820,No,2,3,3,1,0,3,No
487,41,Male,Research & Development,Research Scientist,Medical,Non-Travel,Married,10744,No,1,4,8,7,5,4,No
488,27,Male,Sales,Manager,Technical Degree,Non-Travel,Single,18664,No,3,2,17,6,4,4,No
